movieId,imdbId,tmdbId,title,popularity,vote_average,vote_count,genres,keywords,directors,actors
104337,1327773,132363.0,The Butler,11.061894,7.2,1134.0,Drama,white house|butler|biography|civil rights,Lee Daniels,Forest Whitaker|David Banner|Michael Rainey Jr.|LaJessie Smith|Mariah Carey|Alex Pettyfer|Vanessa Redgrave|Ami Ameen|Clarence Williams III|John P. Fertitta|Jim Gleason|Oprah Winfrey|John Cusack|Robin Williams|James Marsden|Alan Rickman|Minka Kelly|Liev Schreiber|Jesse Williams|Lenny Kravitz|Cuba Gooding Jr.|Terrence Howard|Jane Fonda|David Oyelowo|Yaya DaCosta|Stephen Rider|Nealla Gordon|Rusty Robertson
104339,2294677,157360.0,In a World...,9.769134,6.4,232.0,Comedy,narration|father daughter relationship|voice over|woman director,Lake Bell,Lake Bell|Fred Melamed|Michaela Watkins|Ken Marino|Demetri Martin|Rob Corddry|Alexandra Holden|Nick Offerman|Geena Davis|Eva Longoria|Tig Notaro|Stephanie Allynne|Jason O'Mara|Talulah Riley|Melissa Disney|Olya Milova|Corsica Wilson|Yelena Protsenko|Carly Chaikin|Janicza Bravo|Erin Soto|Mara Lane|Erinn Westbrook|Amy Vorpahl|Hidetoshi Imura|Nancy Gomez|Jaime Aymerich|Marc Graue|Kevin Rock|Joe Cipriano|Shobhit Agarwal|Don Luce|Andy Grosso|Mark Elliott|Christina Chang|Paula Sala|Don LaFontaine|Elizabeth Gesas|Carrie Martin|Nicole LaLiberte|Jon Peacy|Scott Campbell|Michael Burns|Brett Praise|Gareth Stehr|Cameron Diaz|Jeff Garlin
104374,2194499,122906.0,About Time,11.213913,7.8,2140.0,Comedy|Drama|Science Fiction,london england|father son relationship|time travel,Richard Curtis,Domhnall Gleeson|Rachel McAdams|Bill Nighy|Lydia Wilson|Lindsay Duncan|Richard Cordery|Joshua McGuire|Tom Hollander|Margot Robbie|Will Merrick|Vanessa Kirby|Tom Hughes|Clemmie Dugdale|Harry Hadden-Paton|Mitchell Mullen|Lisa Eichhorn|Jenny Rainsford|Natasha Powell|Catherine Steadman|Tom Stourton|Sophie Brown|Molly Seymour|Tom Godwin|Philip Voss|Matilda Sturridge|Matthew C. Martino|Lee Asquith-Coe|Haruka Abe
104419,1494772,30061.0,Justice League: Crisis on Two Earths,6.1082410000000005,7.1,152.0,Action|Adventure|Animation,saving the world|dc comics|superhero|based on comic|surreal|super powers|woman director,Lauren Montgomery|Sam Liu,Mark Harmon|William Baldwin|James Woods|Nolan North|Chris Noth|Erica Durance|Gina Torres|Brian Bloom|James Patrick Stuart|Josh Keaton|Jeff Bennett|Jonathan Adams|Vanessa Marshall|Andrea Romano|Bruce Timm|Kari Wuhrer|Cedric Yarbrough|Bruce Davison
104441,2005374,199373.0,The Frozen Ground,12.388833,6.1,473.0,Thriller|Crime,gun|escape|serial kiler|man hunt|hunt,Scott Walker,Nicolas Cage|Vanessa Hudgens|John Cusack|Radha Mitchell|Jodi Lyn O'Keefe|Katherine LaNasa|Dean Norris|50 Cent|Gia Mantegna|Kevin Dunn|Kurt Fuller|Matt Gerald|Brad William Henke|Michael McGrady|Ryan O'Nan|Brett Baker|Hillarie Putnam|Robert Forgit|Lydia Hull
104457,1853739,83899.0,You're Next,6.464826,6.6,787.0,Horror|Thriller|Mystery,greed|family dinner|gore|masked killer|massacre|home invasion|crossbow|mumblegore,Adam Wingard,Sharni Vinson|Nicholas Tucci|Wendy Glenn|AJ Bowen|Joe Swanberg|Margaret Laney|Amy Seimetz|Ti West|Rob Moran|Barbara Crampton|L.C. Holt|Simon Barrett|Lane Hughes|Kate Lyn Sheil|Larry Fessenden|Calvin Lee Reeder
104590,1153040,33196.0,Tidal Wave,4.136356,6.4,49.0,Action|Adventure|Drama|Thriller,helicopter|beach|loss of father|tsunami|family relationships|korea|disaster|cigarette smoke|tears|single father|tearjerker|stuck in elevator|disaster film,Yoon Je-kyoon,Park Joong-hoon|Sol Kyung-gu|Uhm Jung-hwa|Ha Ji-won|Lee Briggs|Cheon Bo-geun|Yeo Ho-min|Lee Si-on|Lee Min-ki|Kang Ye-won|Kim In-kwon|Song Jae-ho |Na Moon-hee
104595,2042520,198342.0,Family Band: The Cowsills Story,0.06321399999999999,9.0,1.0,Documentary|Family,music,Bill Filipiak|Louise Palanker,Bob Cowsill
104597,1511476,180318.0,The Chicago 8,0.974037,5.0,2.0,Drama,anti war|protestor,Pinchas Perry,Gary Cole|Mayim Bialik|Steven Culp|Aaron Abrams|Philip Baker Hall|David Julian Hirsh|Orlando Jones|Scott Lowell|Danny Masterson|Peter MacKenzie|Thomas Ian Nicholas|Jamie Elman|Lauren Glazier|Bret Harrison|Darren Criss
104662,74533,42244.0,The First Nudie Musical,0.096085,4.5,2.0,Music|Comedy,music,Bruce Kimmel|Mark Haggard,Stephen Nathan|Cindy Williams|Bruce Kimmel|Leslie Ackerman|Alan Abelew|Diana Canova
104726,2237822,138217.0,Koch,0.048664,5.0,1.0,History|Documentary,historical figure|new york city,Neil Barsky,Ed Koch|Michael Bloomberg
104757,1822381,185444.0,Evocateur: The Morton Downey Jr. Movie,0.196681,6.3,4.0,Documentary,reality tv,Jeremy Newberger|Seth Kramer|Daniel A. Miller,"Morton Downey, Jr.|Gloria Allred|Michele Bachmann|Glenn Beck|Richard Bey|Chris Elliott|Wally George"
104760,2167202,146227.0,Getaway,13.224288,4.9,248.0,Action|Crime,,Courtney Solomon,Ethan Hawke|Selena Gomez|Jon Voight|Paul Freeman|Bruce Payne|Rebecca Budig|Dimo Alexiev|Velislav Pavlov|Dejan Angelov|Peewee Piemonte|Ivaylo Geraskov|Esteban Cueto
104841,1454468,49047.0,Gravity,18.50194,7.3,5879.0,Science Fiction|Thriller|Drama,space mission|loss|space|astronaut|trapped in space,Alfonso Cuarón,Sandra Bullock|George Clooney|Ed Harris|Orto Ignatiussen|Phaldut Sharma|Amy Warren|Basher Savage
104863,1486834,212716.0,What If,10.841891,6.7,688.0,Drama|Comedy|Romance,male female relationship|best friend|falling in love,Michael Dowse,Daniel Radcliffe|Zoe Kazan|Rafe Spall|Megan Park|Adam Driver|Jemima Rooper|Meghan Heffern|Jordan Hayes|Mackenzie Davis|Vanessa Matsui|Sarah Gadon|Lucius Hoyos|Tommie-Amber Pirie|Jonathan Cherry|Rebecca Northan|Oona Chaplin|Adam Fergus|Sam Moses|Ennis Esmer|Mike Wilmot|George Tchortov|Tamara Duarte|Rosalind Feldman|Don Ritter
104879,1392214,146233.0,Prisoners,11.96262,7.9,3183.0,Drama|Thriller|Crime,pennsylvania|kidnapped|maze|vigilante|rural setting|candlelight vigil,Denis Villeneuve,Hugh Jackman|Jake Gyllenhaal|Paul Dano|Maria Bello|Melissa Leo|Viola Davis|Terrence Howard|Dylan Minnette|Zoë Borde|Wayne Duvall|David Dastmalchian|Len Cariou|Sandra Ellis Lafferty|Erin Gerasimovich|Kyla Drew Simmons|Brad James|Anthony Reynolds|Robert C. Treveiler|Victoria Staley|Todd Truley|Brian Daye|Alisa Harris|Robert Mello|Jeff Pope|Rodrick Goins|Mark Drum|Lana Yoo|Pam Smith|Gloria Webber|Michelle Keller|John Atwood|Stacy Melich|J. Omar Castro|Jane McNeill
104881,1206543,164457.0,Out of the Furnace,6.760321,6.5,731.0,Thriller|Drama|Crime,prison|brother brother relationship|drug deal|brother|revenge|drug use|car accident|justice|family|neo-noir|manslaughter,Scott Cooper,Christian Bale|Zoe Saldana|Woody Harrelson|Sam Shepard|Willem Dafoe|Forest Whitaker|Casey Affleck|Boyd Holbrook|Tom Bower|Gordon Michaels|Jack Erdie|Efka Kvaraciejus|Charles David Richards|Bingo O'Malley|Dendrie Taylor|Nancy Mosser|Carl Ciarfalio|Bobby Wolfe|Corey Rieger|Jason Greear|Tommy Lafitte|Georin Aquila|Matt Baker|Todd Bobenrieth|Ryan C. Bogdewic|Zachary Bolen|Lonell R. Childred|Carl Clemons|Julian Curi|Dicky Eklund Jr.|Joe Fishel|Vito Grassi|John W. Iwanonkiw|William Kania|Mark Kubr|Efka Kvaraciejus|Tiffany Sander McKenzie|Phil Nardozzi|James Quinn|Brenna Roth|Aaron Toney
104906,1985019,156711.0,Austenland,8.076305,6.6,192.0,Comedy|Romance,jane austen|duringcreditsstinger|woman director,Jerusha Hess,Keri Russell|J. J. Feild|Bret McKenzie|Jennifer Coolidge|James Callis|Georgia King|Rupert Vansittart|Ricky Whittle|Jane Seymour|Ayda Field|Ruben Crow|Demetri Goritsas|Parker Sawyers|Sarah Niles|Annie Gould|Tracy Higgins|Goldy Greaves|Bernadette Chapman|Julie Newman|Alison Carpenter|Brenda Storer|Caroline Bond|Hema Bedre|Joanna Abbot|Sandra Morgan|Suzanne Downes|Richard Reid|Austin Wilks|Alan Calton|Tom Whitecross|Jadran Malkovich|Gideon Jensen|Andrew Samuels|Dino Georgiades|Erica Elmer|Fabian Bourgoin Heskia|Gunalp Kocak|Lee Craven|Mazlum Kortas|Ryan Bohan|Samantha-Jane Hunt|Yiannis Morgan|Jonathan Whittaker
104913,1979320,96721.0,Rush,10.63552,7.7,2310.0,Drama|Action,world champion|sport|racing car|automobile racing|based on true events|formula one,Ron Howard,Daniel Brühl|Chris Hemsworth|Olivia Wilde|Alexandra Maria Lara|Natalie Dormer|Christian McKay|Tom Wlaschiha|Pierfrancesco Favino|David Calder|Stephen Mangan|Alistair Petrie|Julian Rhind-Tutt|Colin Stinton|Jamie de Courcey|Ilario Calvo|Patrick Baladi|Vincent Riotta|Martin Savage|Jamie Sives|James Norton|Michael Vardian|Jochen Kolenda|Hannah Britland|Augusto Dallara|Douglas Reith|Eddie Bagayawa
104925,2404311,112205.0,The Family,8.047735000000001,6.1,1052.0,Crime|Comedy|Action,france|witness protection|mafia,Luc Besson,Robert De Niro|Michelle Pfeiffer|Dianna Agron|John D'Leo|Tommy Lee Jones|Jimmy Palumbo|Gino Cafarelli|Dominic Chianese|David Belle|Vincent Pastore|Paul Borghese|Stan Carp|Domenick Lombardozzi|Anthony Desio|Jon Freda|Michael J. Panichelli Jr.|Ted Arcidi|Régis Royer|Dan Cade|Oisin Stack|Jonas Bloquet|Christopher Craig|Kresh Novakovic|Gaëlle Jeantet
104944,2370248,169813.0,Short Term 12,12.34835,7.9,460.0,Drama,child abuse|suicide attempt|social work|based on short film|pregnancy|violence|parole|father daughter relationship|incest|foster child|troubled teen,Destin Cretton,Brie Larson|John Gallagher Jr.|Kaitlyn Dever|Rami Malek|Keith Stanfield|Kevin Hernandez|Melora Walters|Stephanie Beatriz|Lydia Du Veaux|Alex Calloway|Frantz Turner|Diana Maria Riva|Harold Cannon|Silvia Curiel|Bran'dee Allen|Danny Roper|Elyssa Gutierrez|Garryson Zamora|Michael Marto|Patricia Barrett|Tanya Marie A. Bitanga|Zoe Wilkens|Angel Amaral|Arnold Barrera|Joseph Bruley|Fred Herrera|Shika Moran|Nikki Chapman|Fay DeLaCruz|Cameron Gore|Anthony Puentes|Veronica Puentes|Laura Macias|Ana Shiravi|Mohammad Shiravi|Edward Goldstein|Etta Goldstein|Brett Goldstein|Alexandra Estrada|Michelle Nordahl|Jared Callahan|Joel P. West|Jessica Nordahl|Andrea Macias|Kaily McCoy|Thaddeus McRae|Kenny Laubbacher|Pamela Luna|Valentina I. Valentini|Brad Kester|James Abraham|Angelina Assereto|Merrily Cretton|Spring Cretton|Patrick James|Christopher Jun
105037,1758795,129139.0,The To Do List,7.081403999999999,5.5,348.0,Comedy|Romance,sex|sexuality|irony|satire|naivety|black humor|swimming pool|teenage girl|sexual humor|summer|love interest|summer vacation|father daughter relationship|attraction|high school student|teenage sexuality|clumsy|lifeguard|immaturity|awkward|woman director|virgin|1990s,Maggie Carey,Aubrey Plaza|Johnny Simmons|Bill Hader|Alia Shawkat|Sarah Steele|Scott Porter|Rachel Bilson|Christopher Mintz-Plasse|Andy Samberg|Donald Glover|Adam Pally|Clark Gregg|Connie Britton|Bryce Clyde Jenkins|Nolan Gould|Jack McBrayer|D.C. Pierson|Dominic Dierkes|Kevin M. Brennan|Lauren Lapkus
105121,1844203,121676.0,Inescapable,5.949456,5.2,13.0,Thriller|Romance,woman director,Ruba Nadda,Alexander Siddig|Joshua Jackson|Marisa Tomei|Oded Fehr|Saad Siddiqui|Fadia Nadda|Bonnie Lee Bouman
105197,1821549,129670.0,Nebraska,11.160699,7.4,648.0,Drama|Adventure,montana|small town|dementia|aging|road trip|f word|pickup truck,Alexander Payne,Bruce Dern|Will Forte|Bob Odenkirk|June Squibb|Stacy Keach|Missy Doty|Rance Howard|Kevin Kunkel|Angela McEwan|Devin Ratray|Mary Louise Wilson|Franklin Dennis Jones|Anthony G. Schmidt|Bob Nelson
105211,2390361,209263.0,Enough Said,6.782909,6.6,351.0,Comedy|Drama|Romance,masseuse|thanksgiving|party|romance|mother daughter relationship|date|relationship|divorce|divorcee|woman director,Nicole Holofcener,Julia Louis-Dreyfus|Catherine Keener|James Gandolfini|Toni Collette|Ben Falcone|Amy Landecker|Michaela Watkins|Kathleen Rose Perkins|Toby Huss|Eve Hewson|Christopher Nicholas Smith|Tracey Fairaway|Phillip Brock|Tavi Gevinson|Anjelah N. Johnson|Jessica St. Clair|Sarah Burns|Alina Adams|Luke Grakal|Nick Williams
105213,2229499,138697.0,Don Jon,10.948605,5.9,1708.0,Romance|Comedy|Drama,pornography|sex|sex addict|male female relationship|internet porn|masturbation,Joseph Gordon-Levitt,Joseph Gordon-Levitt|Scarlett Johansson|Julianne Moore|Tony Danza|Glenne Headly|Brie Larson|Rob Brown|Jeremy Luke|Paul Ben-Victor|Italia Ricci|Lindsey Broad|Amanda Perez|Sarah Dumont|Sloane Avery|Loanne Bishop|Arin Babaian|Arielle Reitsma|Rizwan Manji|Eva Mah|Nina Agdal|Jason Burnham|Johnny Ferrara|Tiffany Pulvino|Olia Voronkova|Sonni Brown|Antoinette Kalaj|Arayna Eison|Becky O'Donohue|Elena Kim|Tanya Mityushina|Craig Marks|Anne Hathaway|Channing Tatum|Meagan Good|Cuba Gooding Jr.|Alexis Texas|Sunny Lane|Devon|Cheyne Collins|Kayden Kross|Jenny Hendrix|Damien Michaels|Tori Black|Manuel Ferrara|Mia Malkova|Jynx Maze|Dani Daniels|Isis Taylor|Bree Olson|Aletta Ocean|Stoya|Mark Ashley|Misty Stone
105246,2027140,157820.0,Mood Indigo,8.23984,6.0,199.0,Drama|Fantasy,,Michel Gondry,Romain Duris|Audrey Tautou|Gad Elmaleh|Omar Sy|Aïssa Maïga|Charlotte Le Bon|Sacha Bourdo|Philippe Torreton|Vincent Rottiers|Laurent Lafitte|Natacha Régnier|Zinedine Soualem|Alain Chabat|Marina Rozenman|Wilfred Benaïche|Tilly Scott Pedersen
105254,2332579,157409.0,Crystal Fairy & the Magical Cactus,10.82388,5.8,65.0,Comedy|Adventure,,Sebastián Silva,Michael Cera|Gaby Hoffmann|Juan Andrés Silva|José Miguel Silva|Agustín Silva|Sebastián Silva|Manuela Baldovino|Gepe|Esteban Carreno| Juan Carlos Lara|Gary Boyd|Marines Munoz
105351,2364841,146238.0,Runner Runner,8.864607000000003,5.5,547.0,Crime|Thriller|Drama,gamble|casino|gambling debt|dirty cop,Brad Furman,Ben Affleck|Gemma Arterton|Justin Timberlake|Anthony Mackie|David Costabile|John Heard|Michael Esper|Oliver Cooper|Christian George|Yul Vazquez|James Molina|Louis Lombardi|Vincent Laresca|Sam Palladio|Ben Schwartz|Dayo Okeniyi|Laura Aleman|Sam Upton|Hugh Scott
105355,2278871,152584.0,Blue Is the Warmest Color,4.938148,7.2,1114.0,Romance|Drama,france|homophobia|love|lesbian relationship|gay interest|coming of age|lesbian|teenage girl|sexual attraction|teenage love|based on graphic novel|high school student|sexual desire|teenage sexuality|lgbt|sexual awakening|social class,Abdellatif Kechiche,Adèle Exarchopoulos|Léa Seydoux|Salim Kechiouche|Aurélien Recoing|Catherine Salée|Benjamin Siksou|Mona Walravens|Jérémie Laheurte|Alma Jodorowsky|Sandor Funtek|Anne Loiret|Maelys Cabezon|Fanny Maurin|Benoît Pilot|Samir Bella|Tom Hurier|Manon Piette|Quentin Médrinal|Peter Assogbavi|Wisdom Ayanou|Philippe Potier|Virginie Morgny|Stéphane Mercoyrol|Lucie Bibal|Baya Rehaz|Marilyne Chanaud|Camille Rutherford|Michael Skal|Sandrine Paraire|Justine Nissart|Flavie De Murat|Vincent Gaeta|Elizabeth Craig|Karim Saidi|Aurelie Lemanceau|Audrey Deswarte|Mejdi Ben Nasr|Hichem Ben Nasr|Janine Pillot|Antoinette Sarrazin|Alain Duclos|Eric Paul|Catherine Gilleron|Leila D'Issernio|Jean Luc D'Isserno|Selim Boukerfat|Oscar Pinelli|Léa Berkat|Nicolas Bourgasser|Camille Ayoras|Frédéric Wolsztyniak|Halima Slimani|Viktor Poisson|Utrillo|Radhouane El Meddeb|Julien Bucci|Alika Del Sol|Maud Wyler|Marc Schaegis|Olivier Verseau|Manou Poret|Klaim Nivaux|Chloé Malih|Ilyès Qada|Bouraouïa Marzouk|Saskia De Coster|Judith Hoersch|Saskia De Coster
105429,2215151,159008.0,Inequality for All,2.818452,7.6,45.0,Documentary,upper class|middle class|economics|inequality|poor|wealth differences,Jacob Kornbluth,Robert Reich|Dolly Parton|Tyne Daly|Lily Tomlin|Mary Tyler Moore|Candice Bergen|Jon Stewart|Sharon Gless|Conan O'Brien|Barack Obama|Hillary Clinton|Bill Clinton|George H. W. Bush|George W. Bush
105468,1985966,109451.0,Cloudy with a Chance of Meatballs 2,14.412060999999998,6.4,936.0,Animation|Family|Comedy,inventor|food|scientist,Cody Cameron|Kris Pearn,Bill Hader|Anna Faris|James Caan|Will Forte|Andy Samberg|Benjamin Bratt|Neil Patrick Harris|Terry Crews|Kristen Schaal|Cody Cameron|Melissa Sturm|Kris Pearn|Craig Kellman|Khamani Griffin|Bridget Hoffman
105504,1535109,109424.0,Captain Phillips,13.776068,7.6,2495.0,Action|Drama|Thriller,ship|hijack|somalia|fisherman|blood|poverty|pirate|terror|commando|hijack|cargo ship|ship captain,Paul Greengrass,Tom Hanks|Catherine Keener|Max Martini|Chris Mulkey|Yul Vazquez|Corey Johnson|David Warshofsky|John Magaro|Michael Chernus|Barkhad Abdi|Faysal  Ahmed|Barkhad Abdirahman|Mahat M. Ali|Angus MacInnes|San Shella|Amr El-Bayoumi|Azeez Mohammed
105585,2002718,106747.0,Machete Kills,9.251084,5.3,642.0,Action|Crime|Thriller,mexico|white house|nuclear missile|machete|outer space,Robert Rodriguez,Danny Trejo|Mel Gibson|Amber Heard|Michelle Rodriguez|Sofía Vergara|Jessica Alba|Tom Savini|Lady Gaga|Vanessa Hudgens|Cuba Gooding Jr.|Demián Bichir|Charlie Sheen|Antonio Banderas|Walton Goggins|William Sadler|Crystal Martinez|Alexa PenaVega|Billy Blair|Marko Zaror|Marci Madison|Alejandro Antonio|Callie Hernandez
105593,1450321,85889.0,Filth,14.970485,6.8,628.0,Crime|Drama|Comedy,scotland|cop|english|bipolar|bipolar disorder,Jon S. Baird,James McAvoy|Jamie Bell|Eddie Marsan|Imogen Poots|Joanne Froggatt|Jim Broadbent|Brian McCardie|Emun Elliott|Gary Lewis|John Sessions|Shauna Macdonald|Kate Dickie|Martin Compston|Iain De Caestecker|Shirley Henderson|Joy McAvoy|Jordan Young|Bobby Rainsbury|Therese Bradley|Ron Donachie|Tracy-Ann Oberman|Mitchell Mullen|Jake Wilson|Luke MacDonald|David Soul|Natasha O'Keeffe|Chidi Chickwe|Sanjeev Kohli|Neil D'Souza|Trudie Styler|Megan Finn|Franziska Altmeyer|Zack Eisaku Niizato|Pollyanna McIntosh|Robin Laing|Jonathan Watson
105715,1407061,38093.0,Just Wright,8.870325,6.0,102.0,Comedy|Drama|Romance,woman director,Sanaa Hamri,Queen Latifah|Common|Paula Patton|James Pickens Jr.|Phylicia Rashād|Pam Grier|Laz Alonso|Mehcad Brooks|Michael Landes|Lindsay Michelle Nader
105731,1939659,133805.0,Carrie,18.399055,5.8,1505.0,Drama|Horror,terror|based on novel|power|telekinesis|high school|remake|revenge|murder|prank|prom|teenager|explosive|violence|religious|humiliation|woman director,Kimberly Peirce,Chloë Grace Moretz|Julianne Moore|Judy Greer|Alex Russell|Portia Doubleday|Gabriella Wilde|Max Topplin|Connor Price|Ansel Elgort|Cynthia Preston|Michelle Nolden|Arlene Mazerolle|Demetrius Joyette|Barry Shabaka Henley|Samantha Weinstein|Zoë Belkin|Karissa Strain|Kyle Mac|Christopher Britton
105755,2193215,109091.0,The Counselor,14.723646,5.0,724.0,Thriller|Crime|Drama,poetry|lawyer|drug smuggle|drug trafficker|red dress,Ridley Scott,Michael Fassbender|Cameron Diaz|Javier Bardem|Goran Visnjic|Penélope Cruz|Brad Pitt|Dean Norris|Emma Rigby|Rosie Perez|Bruno Ganz|Toby Kebbell|Barbara Durkin|Donna Air|Giannina Facio|Richard Brake|Sam Spruell|Andrea Deck|Alex Hafner|Richard Cabral|Dar Dash|Paris Jefferson|Christopher Obi|Velibor Topic|Gerard Monaco|Fernando Cayo|Carlos Julio Molina|Natalie Dormer|Rubén Blades|Julien Vialon|Edgar Ramírez
105763,77247,34023.0,Bloodsucking Freaks,1.622125,4.9,31.0,Horror,amputation|sexual abuse|nudity|necrophilia|sadomasochism|murder|gore|dead body|b movie|blood|chainsaw|torture|cult film|theater|show,Joel M. Reed,Seamus O'Brien|Viju Krem|Niles McMaster|Dan Fauci|Alan Dellay|Luis De Jesus|Helen Thompson|Ellen Faison|Alphonso DeNoble|Lynette Sheldon|Crystal Sync|Rita Montone|Joann Sterling|Juliet Graham|Arlana Blue|Jennifer Stock
105769,1821641,152795.0,The Congress,8.534039,6.4,165.0,Drama|Science Fiction|Animation,anime,Ari Folman,Robin Wright|Harvey Keitel|Jon Hamm|Paul Giamatti|Danny Huston|Kodi Smit-McPhee|Sami Gayle|Michael Stahl-David|Don McManus|Jörg Vincent Malotki
105844,2024544,76203.0,12 Years a Slave,30.316249,7.9,3787.0,Drama|History,whip|kidnapped|slavery|plantation|night shift|physical abuse|19th century,Steve McQueen,Chiwetel Ejiofor|Michael Fassbender|Lupita Nyong'o|Benedict Cumberbatch|Paul Dano|Sarah Paulson|Adepero Oduye|Scoot McNairy|Paul Giamatti|Brad Pitt|Michael Kenneth Williams|Alfre Woodard|Chris Chalk|Taran Killam|Bill Camp|Kelsey Scott|Bryan Batt|Quvenzhané Wallis|Garret Dillahunt|Dwight Henry|Dickie Gravois|Ashley Dyke|Cameron Zeigler|Tony Bentley|Christopher Berry|Mister Mackey Jr.|Craig Tate|Storm Reid|Tom Proctor|Marc Macaulay|Vivian Fleming-Alvarez|Douglas M. Griffin|John McConnell|Marcus Lyle Brown|Richard Holden|Rob Steinberg|Anwan Glover|James C. Victor|Liza J. Bennett|Nicole Collins|J.D. Evermore|Andy Dylan|Deneen Tyler|Mustafa Harris|Gregory Bright|Austin Purnell|Thomas Francis Murphy|Andre Shanks|Kelvin Harrison|Scott M. Jefferson|Isaiah Jackson|Topsy Chapman|Devin Maurice Evans|Jay Huguley|Devyn A. Tyler|Willo Jean-Baptiste|Jason Ament|Jon Arthur|Sean Paul Braud|Blake Burt|Carroll Burt|Joseph Randy Causin|Edward J. Clare|JJ Coker|Haylie Creppel|Justin Edward Davis|Emily D. Haley|Jim Johnson|Mark Joyce|John C. Klein|Cynthia LeBlanc|Elton LeBlanc|Gerard 'Jerry' Lewis|Kevonte Mcdonald|Ritchie Montgomery|Myesha-Tiara|Jason Owen|Shawn Parsons|Haley Powell|Wayne Pére|Terrell Ransom Jr.|Erin Rementer|Andre Robinson|Corrina Roshea|Katherine Jeanie Russell|Jarett Shorts|Chaz Smith|Tyler Soerries|Tre Tureaud|Justin Christopher Vaughn|Bob Walker|Caroline Grace Williamson|Timothy Wyant
105954,2017038,152747.0,All Is Lost,12.74965,6.6,679.0,Action|Adventure|Drama,yacht|sailor|storm at sea|suffering|very little dialogue,J.C. Chandor,Robert Redford
106002,1731141,80274.0,Ender's Game,12.500305,6.6,2354.0,Science Fiction|Action|Adventure,based on novel|intolerance|chosen one|child prodigy|futuristic|space|science fiction|alien invasion|military school|based on young adult novel,Gavin Hood,Asa Butterfield|Harrison Ford|Hailee Steinfeld|Abigail Breslin|Ben Kingsley|Viola Davis|Aramis Knight|Suraj Partha|Moisés Arias|Khylin Rhambo|Jimmy 'Jax' Pinchak|Conor Carroll|Nonso Anozie|Stevie Ray Dallimore|Andrea Powell|Brandon Soo Hoo|Han Soto|Tony Mirrcandani|Kyle Russell Clements|Kelvin Harrison
106004,56219,37342.0,Maniac,0.4349810000000001,6.4,5.0,Comedy|Horror|Thriller,painter|psychological thriller|proto-slasher,Michael Carreras,Kerwin Mathews|Nadia Gray|Donald Houston|Liliane Brousse|George Pastell|Arnold Diamond|Norman Bird|Justine Lord|Jerold Wells|Leon Peers
106011,2616880,200481.0,The Blue Umbrella,6.568022999999998,7.8,183.0,Animation|Romance,rain|anthropomorphism|umbrella|short,Saschka Unseld,Sarah Jaffe
106022,2446040,213121.0,Toy Story of Terror!,0.512025,7.3,246.0,Animation|Comedy|Family,halloween|toy|short,Angus MacLane,Tom Hanks|Tim Allen|Kristen Schaal|Carl Weathers|Wallace Shawn|Timothy Dalton|Don Rickles|Emily Hahn
106062,3063516,208134.0,Bad Grandpa,8.000867,6.0,688.0,Comedy,duringcreditsstinger,Jeff Tremaine,Johnny Knoxville|Jackson Nicoll|Georgina Cates|Spike Jonze|Catherine Keener|Kamber Hejlik|Jack Polick|Grasie Mercedes|Zia Harris
106072,1981115,76338.0,Thor: The Dark World,34.905446999999995,6.8,4873.0,Action|Adventure|Fantasy,marvel comic|superhero|based on comic|norse mythology|aftercreditsstinger|duringcreditsstinger|marvel cinematic universe|3d,Alan Taylor,Chris Hemsworth|Natalie Portman|Tom Hiddleston|Anthony Hopkins|Christopher Eccleston|Jaimie Alexander|Zachary Levi|Ray Stevenson|Tadanobu Asano|Idris Elba|Rene Russo|Adewale Akinnuoye-Agbaje|Kat Dennings|Stellan Skarsgård|Alice Krige|Clive Russell|Jonathan Howard|Ramone Morgan|Obada Alassadi|Imaan Chentouf|Claire Brown|Henry Calcutt|Ava Caton|Abbie McCann|Thomas Arnold|Sam Swainsbury|Connor Donaghey|Royce Pierreson|Annabel Norbury|Sophie Cosson|Chris O'Dowd|Justin Edwards|Gruffudd Glyn|Richard Brake|Stan Lee|Steve Scott|Brett Tucker|Talulah Riley|Richard Wharton|Tony Curran|Benicio del Toro|Chris Evans|Ophelia Lovibond
106100,790636,152532.0,Dallas Buyers Club,14.785719,7.9,2973.0,Drama|History,women|aids|biography|based on true story|hiv|drug|1980s,Jean-Marc Vallée,Matthew McConaughey|Jennifer Garner|Jared Leto|Denis O'Hare|Steve Zahn|Michael O'Neill|Dallas Roberts|Griffin Dunne|Kevin Rankin|Donna DuPlantier|Deneen Tyler|J.D. Evermore|Ian Casselberry|Jane McNeill|Juliet Reeves|Douglas M. Griffin
106111,3004634,226632.0,Marc Maron: Thinky Pain,0.45759,7.8,11.0,Comedy,stand-up comedy,Lance Bangs,Marc Maron|Sam Lipsyte|Tom Scharpling|Amanda McCauley
106144,2304426,194101.0,The Selfish Giant,5.921419,7.2,83.0,Drama,horse|woman director,Clio Barnard,Conner Chapman|Shaun Thomas|Sean Gilder|Lorraine Ashbourne|Ian Burfield|Steve Evets|Siobhan Finneran|Ralph Ineson|Rebecca Manley|Rhys McCoy|Elliott Tittensor
106204,2299842,123377.0,Pieta,5.194433,6.9,92.0,Drama,,Kim Ki-duk,Jo Min-soo|Lee Jung-Jin|Woo Ki-Hong|Kang Eunjin|Heo Joon-seok|Kwon Yul|Jin Yong-Ok|Yoo Ha-Bok|Kim Jae-rok
